id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
18339,,588,76,1,5,969.32,131.5,,"fecha_invalida,monto_invalido"
18340,,2240,72,2,2,1444.6,,,"fecha_invalida,monto_invalido"
18341,,1445,38,15,2,1892.86,386.21,,"fecha_invalida,monto_invalido"
18342,,2411,44,15,7,,,,"fecha_invalida,prima_invalida,monto_invalido"
18344,,1146,50,4,8,,,,"fecha_invalida,prima_invalida,monto_invalido"
18345,,2251,52,15,11,,301.45,,"fecha_invalida,prima_invalida,monto_invalido"
18346,2025-11-13,2331,40,5,2,,170.42,,"prima_invalida,monto_invalido"
18347,,2659,59,13,5,,44.91,,"fecha_invalida,prima_invalida,monto_invalido"
18348,2025-03-20,5,61,13,3,-275.57,68.45,,monto_invalido
18349,,394,71,9,12,,217.4,,"fecha_invalida,prima_invalida,monto_invalido"
18350,,2375,11,5,2,,,,"fecha_invalida,prima_invalida,monto_invalido"
18351,,292,12,14,5,1369.17,142.72,207930.87,fecha_invalida
18352,,2857,16,3,7,1969.67,,347367.9,fecha_invalida
18353,,1280,52,4,9,,,182521.36,"fecha_invalida,prima_invalida"
18354,,2510,47,12,6,,430.72,237892.43,"fecha_invalida,prima_invalida"
18355,,1934,60,3,3,,118.19,235453.38,"fecha_invalida,prima_invalida"
18356,,1312,44,15,11,514.42,81.34,27082.1,fecha_invalida
18357,,920,23,10,6,,249.31,,"fecha_invalida,prima_invalida,monto_invalido"
18358,,2160,73,13,8,138.25,25.31,,"fecha_invalida,monto_invalido"
18359,2025-09-30,352,9,3,12,127.39,,,monto_invalido
18360,2025-12-15,1184,13,6,9,175.01,,,monto_invalido
18361,,2943,62,2,1,,348.94,,"fecha_invalida,prima_invalida,monto_invalido"
18362,,2518,70,1,2,379.28,87.65,,"fecha_invalida,monto_invalido"
18363,,2013,25,15,6,,133.31,,"fecha_invalida,prima_invalida,monto_invalido"
18365,,2038,69,12,7,776.82,178.04,,"fecha_invalida,monto_invalido"
18366,,2038,98,13,8,,,42904.86,"fecha_invalida,prima_invalida"
18367,,925,44,5,10,,164.38,255362.56,"fecha_invalida,prima_invalida"
18368,,2615,31,5,1,,85.86,211869.66,"fecha_invalida,prima_invalida"
18369,,127,31,4,7,1384.77,241.78,,"fecha_invalida,monto_invalido"
18370,,1245,49,12,12,,329.87,91665.47,"fecha_invalida,prima_invalida"
18371,,909,7,9,6,94.26,20.95,,"fecha_invalida,monto_invalido"
18373,,2711,23,1,1,690.56,115.63,103666.18,fecha_invalida
18374,,2210,11,4,7,626.8,92.29,,"fecha_invalida,monto_invalido"
18375,,2316,16,9,12,1626.42,2633.68,50528.22,fecha_invalida
18376,,2417,19,15,4,1148.62,153.03,212925.11,fecha_invalida
18377,,1074,66,15,7,1828.95,119.78,,"fecha_invalida,monto_invalido"
18378,,725,25,7,12,,139.54,,"fecha_invalida,prima_invalida,monto_invalido"
18379,,2691,72,6,11,,110.27,,"fecha_invalida,prima_invalida,monto_invalido"
18380,,1761,57,3,6,205.14,17.93,,"fecha_invalida,monto_invalido"
18381,2025-04-29,1317,5,12,10,,144.4,18876.19,prima_invalida
18382,,2450,61,1,3,1858.98,381.67,177363.72,fecha_invalida
18383,,646,28,1,3,837.03,,,"fecha_invalida,monto_invalido"
18384,,2897,55,5,8,,166.87,,"fecha_invalida,prima_invalida,monto_invalido"
18385,2025-06-05,2736,38,4,9,1243.01,191.92,,monto_invalido
18386,2025-05-11,1119,35,13,6,1352.47,164.37,,monto_invalido
18387,,2038,5,11,9,632.06,86.9,,"fecha_invalida,monto_invalido"
18388,,1420,70,12,10,,78.53,161373.81,"fecha_invalida,prima_invalida"
18389,,1320,9,13,11,482.91,70.33,73223.37,fecha_invalida
18391,,1780,30,4,1,1157.88,163.2,124775.32,fecha_invalida
18392,,2482,63,11,7,129.05,19.74,,"fecha_invalida,monto_invalido"
18393,2025-09-21,868,42,11,10,454.25,,,monto_invalido
18394,,223,29,6,10,1582.22,339.16,,"fecha_invalida,monto_invalido"
18395,2025-12-18,186,7,1,11,135.94,,,monto_invalido
18396,,2747,53,7,10,,238.98,,"fecha_invalida,prima_invalida,monto_invalido"
18397,,1163,80,13,12,293.8,61.83,51019.24,fecha_invalida
18398,,2387,41,6,8,503.39,,66331.45,fecha_invalida
18399,,1218,75,3,12,,,266698.58,"fecha_invalida,prima_invalida"
18400,,2990,52,7,1,1165.49,244.67,208555.93,fecha_invalida
18401,,2347,22,3,1,,205.32,,"fecha_invalida,prima_invalida,monto_invalido"
18402,2025-10-03,1883,25,10,5,,431.94,,"prima_invalida,monto_invalido"
18403,,2727,54,8,1,971.15,119.38,31740.93,fecha_invalida
18404,,2356,13,3,10,,179.94,,"fecha_invalida,prima_invalida,monto_invalido"
18405,,1056,29,10,4,1735.26,304.64,,"fecha_invalida,monto_invalido"
18406,,556,56,9,12,768.54,191.2,34329.6,fecha_invalida
18407,,925,50,15,2,,248.73,,"fecha_invalida,prima_invalida,monto_invalido"
18408,,782,68,9,10,1734.94,286.0,344854.89,fecha_invalida
18409,,2809,63,7,9,777.28,,116025.43,fecha_invalida
18410,,723,60,15,9,445.77,67.73,,"fecha_invalida,monto_invalido"
18411,,1045,79,11,6,,,171606.46,"fecha_invalida,prima_invalida"
18412,2025-10-15,1402,69,1,1,453.84,109.29,,monto_invalido
18414,,2989,75,3,11,223.89,16.57,,"fecha_invalida,monto_invalido"
18415,,715,41,6,2,1446.12,,,"fecha_invalida,monto_invalido"
18416,,2821,77,12,8,135.31,11.83,,"fecha_invalida,monto_invalido"
18418,2025-11-07,663,53,4,8,629.58,,,monto_invalido
18419,,2304,76,7,3,559.15,,49554.96,fecha_invalida
18420,,1902,61,15,10,0.0,340.81,,"fecha_invalida,monto_invalido"
18421,,2046,11,9,6,,106.61,37874.49,"fecha_invalida,prima_invalida"
18422,,1537,57,15,4,,,155809.82,"fecha_invalida,prima_invalida"
18423,,1009,70,1,12,,108.63,,"fecha_invalida,prima_invalida,monto_invalido"
18424,,187,35,8,11,746.96,,,"fecha_invalida,monto_invalido"
18425,,1888,26,3,4,690.26,82.11,,"fecha_invalida,monto_invalido"
18426,,1929,30,12,11,310.7,39.62,47036.91,fecha_invalida
18427,,2616,93,12,2,,329.67,,"fecha_invalida,prima_invalida,monto_invalido"
18429,,41,52,2,3,865.44,194.98,71178.17,fecha_invalida
18430,,2427,77,1,12,,265.73,,"fecha_invalida,prima_invalida,monto_invalido"
18431,2025-05-25,80,24,8,1,,126.23,,"prima_invalida,monto_invalido"
18432,,1684,61,1,7,675.55,,47843.67,fecha_invalida
18433,,878,2,7,1,292.23,26.55,,"fecha_invalida,monto_invalido"
18434,,879,24,2,4,655.82,67.87,23378.86,fecha_invalida
18435,2025-12-26,270,45,13,6,,113.93,68064.51,prima_invalida
18436,,108,55,5,8,,179.11,99997.67,"fecha_invalida,prima_invalida"
18437,2026-01-08,77,1,1,5,,301.79,,"prima_invalida,monto_invalido"
18438,,1124,40,4,4,1521.41,,178758.6,fecha_invalida
18439,2025-07-07,502,39,1,8,951.32,237.1,,monto_invalido
18440,,1784,13,3,2,,,,"fecha_invalida,prima_invalida,monto_invalido"
18441,,838,75,14,2,299.12,42.77,,"fecha_invalida,monto_invalido"
18442,,994,78,11,7,,130.18,,"fecha_invalida,prima_invalida,monto_invalido"
18443,,1456,80,4,4,,384.86,145001.76,"fecha_invalida,prima_invalida"
18444,2025-10-22,72,20,9,6,828.45,114.71,,monto_invalido
18445,,880,35,10,1,1107.95,183.41,106799.09,fecha_invalida
18446,2025-09-02,1389,54,2,9,,99.61,81138.8,prima_invalida
18447,,619,37,3,12,,113.32,,"fecha_invalida,prima_invalida,monto_invalido"
18448,,2329,73,10,1,1997.51,361.6,387500.68,fecha_invalida
18449,,330,76,15,12,,380.53,,"fecha_invalida,prima_invalida,monto_invalido"
18450,,2423,31,7,1,325.57,54.1,18634.29,fecha_invalida
18452,,357,14,11,2,,242.67,,"fecha_invalida,prima_invalida,monto_invalido"
18453,,29,26,6,7,1355.85,237.31,,"fecha_invalida,monto_invalido"
18454,,603,24,15,9,234.73,45.66,23304.37,fecha_invalida
18455,,3,40,14,11,,191.12,,"fecha_invalida,prima_invalida,monto_invalido"
18456,,1644,56,13,1,,240.23,,"fecha_invalida,prima_invalida,monto_invalido"
18457,,2838,14,8,10,294.72,60.02,,"fecha_invalida,monto_invalido"
18458,,2311,25,15,2,876.81,82.7,,"fecha_invalida,monto_invalido"
18459,2025-10-11,1638,38,7,9,,241.52,,"prima_invalida,monto_invalido"
18460,,341,80,1,10,,135.85,131012.8,"fecha_invalida,prima_invalida"
18461,,1128,2,13,4,1688.13,125.3,,"fecha_invalida,monto_invalido"
18462,,2969,13,15,4,1092.44,,80055.01,fecha_invalida
18463,,1609,73,15,11,,81.39,,"fecha_invalida,prima_invalida,monto_invalido"
18464,,2720,55,10,5,143.03,32.64,7752.33,fecha_invalida
18465,,499,39,14,6,166.06,23.29,32818.56,fecha_invalida
18466,,866,6,10,9,,102.21,195949.95,"fecha_invalida,prima_invalida"
18467,,1633,56,14,1,,122.28,,"fecha_invalida,prima_invalida,monto_invalido"
18468,,825,29,1,9,527.42,125.96,47180.58,fecha_invalida
18469,,1158,12,11,3,466.48,73.14,,"fecha_invalida,monto_invalido"
18470,,2166,17,1,6,,73.92,178433.61,"fecha_invalida,prima_invalida"
18471,,2112,21,14,6,608.85,66.14,,"fecha_invalida,monto_invalido"
18472,,2370,46,6,12,296.99,,31299.14,fecha_invalida
18473,,68,37,10,7,,214.49,,"fecha_invalida,prima_invalida,monto_invalido"
18474,,1226,39,8,10,,74.6,,"fecha_invalida,prima_invalida,monto_invalido"
18475,2025-08-28,132,29,6,9,,103.52,,"prima_invalida,monto_invalido"
18476,,195,80,13,10,730.54,164.07,,"fecha_invalida,monto_invalido"
18478,,1600,28,10,11,1895.82,137.66,,"fecha_invalida,monto_invalido"
18479,,482,39,6,12,,,,"fecha_invalida,prima_invalida,monto_invalido"
18480,,2840,16,6,9,,,62730.7,"fecha_invalida,prima_invalida"
18481,,2737,49,13,1,,303.99,,"fecha_invalida,prima_invalida,monto_invalido"
18482,,723,78,1,5,1986.46,121.0,146644.27,fecha_invalida
18483,,1664,29,12,1,81.26,9.54,,"fecha_invalida,monto_invalido"
18484,,330,34,3,11,589.71,125.47,58907.35,fecha_invalida
18485,2025-01-31,926,11,14,7,,161.83,212672.91,prima_invalida
18486,2025-01-13,174,11,1,3,,195.22,171095.56,prima_invalida
18488,,718,74,2,6,362.28,75.37,65546.08,fecha_invalida
18489,,502,26,2,9,1393.69,323.22,,"fecha_invalida,monto_invalido"
18490,,2630,30,6,10,1369.41,305.87,,"fecha_invalida,monto_invalido"
18491,,1506,67,13,8,693.73,,,"fecha_invalida,monto_invalido"
18492,,1632,50,11,5,1010.95,,,"fecha_invalida,monto_invalido"
18493,,950,44,2,6,571.81,,,"fecha_invalida,monto_invalido"
18494,,883,70,6,1,,435.1,,"fecha_invalida,prima_invalida,monto_invalido"
18495,,997,8,7,3,,227.16,,"fecha_invalida,prima_invalida,monto_invalido"
18496,,2817,3,8,6,116.59,7.5,,"fecha_invalida,monto_invalido"
18497,,1921,54,3,11,244.29,18.79,,"fecha_invalida,monto_invalido"
18498,,1927,56,6,1,,108.05,,"fecha_invalida,prima_invalida,monto_invalido"
18499,,1265,48,10,7,,285.39,,"fecha_invalida,prima_invalida,monto_invalido"
18500,,2656,42,1,12,,170.95,,"fecha_invalida,prima_invalida,monto_invalido"
18501,,2050,44,13,4,321.64,78.23,,"fecha_invalida,monto_invalido"
18502,,2579,73,3,11,,332.08,280487.83,"fecha_invalida,prima_invalida"
18503,,370,72,5,2,850.91,164.31,29888.07,fecha_invalida
18504,2025-03-09,373,48,5,6,1526.13,77.2,,monto_invalido
18505,,458,51,15,12,620.04,,,"fecha_invalida,monto_invalido"
18506,,1630,61,12,8,,172.98,75662.45,"fecha_invalida,prima_invalida"
18507,,1253,16,1,3,,140.31,,"fecha_invalida,prima_invalida,monto_invalido"
18508,,898,30,5,1,,193.07,,"fecha_invalida,prima_invalida,monto_invalido"
18509,,2548,60,3,12,1426.22,251.27,,"fecha_invalida,monto_invalido"
18510,,2170,59,10,5,449.37,55.66,,"fecha_invalida,monto_invalido"
18511,,2293,114,2,10,1143.25,228.36,,"fecha_invalida,monto_invalido"
18512,,2474,25,1,5,146.92,24.29,,"fecha_invalida,monto_invalido"
18513,,2785,73,5,12,1446.18,360.49,,"fecha_invalida,monto_invalido"
18514,,2334,79,9,5,,71.4,46277.96,"fecha_invalida,prima_invalida"
18515,,390,23,6,10,238.71,,37863.21,fecha_invalida
18516,,2896,36,11,9,1325.5,294.33,155455.32,fecha_invalida
18517,,2762,8,5,4,857.89,143.3,,"fecha_invalida,monto_invalido"
18518,,892,39,12,7,,,,"fecha_invalida,prima_invalida,monto_invalido"
18519,,2405,31,10,11,1883.31,470.13,38753.77,fecha_invalida
18520,,2607,35,1,3,,,140023.07,"fecha_invalida,prima_invalida"
18521,,977,72,2,4,1999.08,,,"fecha_invalida,monto_invalido"
18522,,2832,7,2,4,1288.31,163.07,200169.32,fecha_invalida
18523,,1455,72,7,9,,294.79,49264.39,"fecha_invalida,prima_invalida"
18524,,2634,43,15,8,453.86,,,"fecha_invalida,monto_invalido"
18525,,732,26,9,7,,387.95,,"fecha_invalida,prima_invalida,monto_invalido"
18526,,1448,11,8,4,431.73,,,"fecha_invalida,monto_invalido"
18527,2025-03-13,2724,71,13,10,879.24,,,monto_invalido
18528,,1130,31,8,6,1969.74,251.0,,"fecha_invalida,monto_invalido"
18529,,1102,25,3,7,,121.23,,"fecha_invalida,prima_invalida,monto_invalido"
18530,,196,47,3,5,80.17,16.19,,"fecha_invalida,monto_invalido"
18531,,852,74,1,1,,413.35,,"fecha_invalida,prima_invalida,monto_invalido"
18532,,1224,56,11,6,,306.46,,"fecha_invalida,prima_invalida,monto_invalido"
18533,,2836,60,15,7,1364.58,302.18,,"fecha_invalida,monto_invalido"
18534,,769,41,9,2,510.11,66.75,91526.68,fecha_invalida
18535,,2519,63,9,11,203.55,26.72,32998.34,fecha_invalida
18536,2025-02-25,2356,78,14,5,,173.66,145053.59,prima_invalida
18537,,1122,39,1,10,547.0,63.35,,"fecha_invalida,monto_invalido"
18538,,2727,33,2,12,,195.11,233373.61,"fecha_invalida,prima_invalida"
18539,,1593,64,4,5,,34.5,78451.31,"fecha_invalida,prima_invalida"
18540,,523,76,10,12,1468.51,253.12,,"fecha_invalida,monto_invalido"
18541,,2150,1,7,2,863.31,,,"fecha_invalida,monto_invalido"
18542,2025-07-17,2436,41,10,9,1349.21,162.01,,monto_invalido
18543,2025-03-13,1537,67,11,2,,,28378.13,prima_invalida
18544,,1885,40,9,6,,,,"fecha_invalida,prima_invalida,monto_invalido"
18545,2025-12-02,1644,62,5,12,,114.62,,"prima_invalida,monto_invalido"
18546,2026-02-15,591,71,1,1,,103.15,93456.26,prima_invalida
18547,,904,53,2,5,792.06,172.51,,"fecha_invalida,monto_invalido"
18548,,1636,28,14,3,370.08,49.16,,"fecha_invalida,monto_invalido"
18549,,1704,51,13,9,556.91,84.33,64565.78,fecha_invalida
18550,,1816,19,3,9,433.91,,79231.44,fecha_invalida
18551,,2737,39,8,11,359.23,,20452.98,fecha_invalida
18552,,2899,32,2,12,1541.06,,,"fecha_invalida,monto_invalido"
18553,,795,41,9,3,,194.02,,"fecha_invalida,prima_invalida,monto_invalido"
18554,,1782,17,15,4,927.9,184.3,,"fecha_invalida,monto_invalido"
18555,,252,9,4,4,927.48,,,"fecha_invalida,monto_invalido"
18556,,1222,34,12,2,1303.87,121.56,,"fecha_invalida,monto_invalido"
18557,,848,10,3,6,1997.02,447.23,350351.46,fecha_invalida
18558,2025-03-19,2921,32,7,12,,145.98,,"prima_invalida,monto_invalido"
18559,,2150,20,11,11,262.1,46.95,10031.36,fecha_invalida
18560,2025-01-02,1504,61,14,9,,,,"prima_invalida,monto_invalido"
18561,,2735,4,8,9,627.99,40.08,,"fecha_invalida,monto_invalido"
18562,,1048,78,2,10,,208.42,,"fecha_invalida,prima_invalida,monto_invalido"
18563,,725,76,1,3,1206.35,255.39,,"fecha_invalida,monto_invalido"
18564,,824,8,13,12,,,22985.56,"fecha_invalida,prima_invalida"
18565,,2322,5,6,8,,64.93,,"fecha_invalida,prima_invalida,monto_invalido"
18566,,315,44,5,4,364.78,50.81,63039.32,fecha_invalida
18567,,497,27,5,9,,51.85,36056.7,"fecha_invalida,prima_invalida"
18568,,739,28,14,1,-357.15,25.03,8011.18,fecha_invalida
18569,,1259,65,13,1,1221.81,119.83,158956.4,fecha_invalida
18570,,320,49,4,8,836.06,117.04,,"fecha_invalida,monto_invalido"
18571,,1902,52,3,9,661.93,154.98,,"fecha_invalida,monto_invalido"
18572,,1424,66,3,2,585.27,101.92,68103.94,fecha_invalida
18573,,1079,79,15,12,323.65,,,"fecha_invalida,monto_invalido"
18574,,168,47,6,9,1104.88,77.12,196392.23,fecha_invalida
18575,,632,71,10,10,941.82,,82653.64,fecha_invalida
18577,,1445,18,8,2,,299.38,,"fecha_invalida,prima_invalida,monto_invalido"
18578,,1209,19,6,5,617.05,89.19,78803.83,fecha_invalida
18579,,1770,9,14,12,1602.19,302.45,,"fecha_invalida,monto_invalido"
18580,,2103,70,10,4,320.61,,15296.99,fecha_invalida
18581,,1922,57,12,7,962.9,172.46,,"fecha_invalida,monto_invalido"
18582,,329,48,9,11,,,113463.87,"fecha_invalida,prima_invalida"
18583,,1100,73,5,2,,63.2,,"fecha_invalida,prima_invalida,monto_invalido"
18584,,306,44,7,4,,298.36,,"fecha_invalida,prima_invalida,monto_invalido"
18585,,277,55,14,2,810.61,136.97,,"fecha_invalida,monto_invalido"
18586,,2083,21,9,12,0.0,217.24,,"fecha_invalida,monto_invalido"
18587,,845,77,12,11,,284.72,220623.33,"fecha_invalida,prima_invalida"
18588,,1037,18,13,12,1105.74,,120076.59,fecha_invalida
18589,,906,15,6,9,,97.85,104624.66,"fecha_invalida,prima_invalida"
18590,2025-10-06,2886,61,14,5,1942.55,480.16,,monto_invalido
18591,,2007,48,3,3,1238.85,112.01,,"fecha_invalida,monto_invalido"
18592,,1868,46,1,9,546.93,,,"fecha_invalida,monto_invalido"
18593,2025-06-28,2697,3,7,9,145.63,23.33,,monto_invalido
18594,2025-11-14,2618,43,12,2,1304.16,259.65,,monto_invalido
18595,,3856,79,5,10,754.98,67.05,45356.14,fecha_invalida
18596,2025-09-19,2437,43,13,5,,,,"prima_invalida,monto_invalido"
18597,,1437,78,1,11,,162.46,,"fecha_invalida,prima_invalida,monto_invalido"
18598,,1223,19,1,6,,13.47,,"fecha_invalida,prima_invalida,monto_invalido"
18599,2025-06-06,1486,43,4,6,,62.91,,"prima_invalida,monto_invalido"
18600,,1480,1,1,10,,408.94,,"fecha_invalida,prima_invalida,monto_invalido"
18601,,2733,18,9,9,541.3,115.86,,"fecha_invalida,monto_invalido"
18602,,1330,69,14,12,257.36,61.28,23396.94,fecha_invalida
18603,,313,18,9,4,,,,"fecha_invalida,prima_invalida,monto_invalido"
18604,,1558,24,10,12,149.63,29.73,,"fecha_invalida,monto_invalido"
18605,2025-06-19,1864,69,7,2,,,,"prima_invalida,monto_invalido"
18606,,2750,59,9,5,,367.96,148030.96,"fecha_invalida,prima_invalida"
18607,,2977,68,1,8,,,,"fecha_invalida,prima_invalida,monto_invalido"
18608,,669,5,6,4,775.5,109.13,,"fecha_invalida,monto_invalido"
18609,,3876,37,3,4,,129.5,,"fecha_invalida,prima_invalida,monto_invalido"
18610,2025-11-21,1738,5,14,7,1240.11,159.13,,monto_invalido
18611,,1792,21,9,6,838.57,184.61,71941.88,fecha_invalida
18612,,2278,5,1,3,-842.47,187.65,,"fecha_invalida,monto_invalido"
18613,,1741,48,3,9,477.31,42.42,,"fecha_invalida,monto_invalido"
18614,,1389,37,7,10,891.26,50.53,,"fecha_invalida,monto_invalido"
18615,,3885,74,10,4,,119.93,229823.75,"fecha_invalida,prima_invalida"
18616,,1746,75,11,10,97.75,6.95,2622.13,fecha_invalida
18617,,2016,70,3,5,,319.06,,"fecha_invalida,prima_invalida,monto_invalido"
18618,,1699,15,8,11,739.68,108.69,56222.05,fecha_invalida
18619,,3523,53,5,3,1635.93,357.82,,"fecha_invalida,monto_invalido"
18620,,2166,60,14,6,,97.28,146560.26,"fecha_invalida,prima_invalida"
18621,,1755,78,10,3,,218.78,119813.06,"fecha_invalida,prima_invalida"
18622,,473,36,10,11,,284.21,215153.44,"fecha_invalida,prima_invalida"
18623,,305,11,15,4,,,236769.79,"fecha_invalida,prima_invalida"
18624,,2651,49,15,1,,55.06,,"fecha_invalida,prima_invalida,monto_invalido"
18625,,531,33,13,1,560.62,113.86,,"fecha_invalida,monto_invalido"
18626,,648,58,6,11,1679.29,,,"fecha_invalida,monto_invalido"
18627,,87,18,4,9,379.07,55.22,42497.2,fecha_invalida
18628,,2599,66,4,5,1807.3,217.62,345447.87,fecha_invalida
18629,,2434,36,11,12,,173.13,,"fecha_invalida,prima_invalida,monto_invalido"
18630,,2097,50,15,7,,92.83,,"fecha_invalida,prima_invalida,monto_invalido"
18631,,1743,52,13,2,721.78,150.65,,"fecha_invalida,monto_invalido"
18632,,1532,44,11,10,,392.05,,"fecha_invalida,prima_invalida,monto_invalido"
18633,,853,35,4,7,783.74,,,"fecha_invalida,monto_invalido"
18634,,444,43,7,6,1722.52,416.54,,"fecha_invalida,monto_invalido"
18635,,592,72,1,5,1274.55,310.1,,"fecha_invalida,monto_invalido"
18636,,396,61,4,6,572.06,66.03,,"fecha_invalida,monto_invalido"
18637,,2936,38,4,10,1875.52,171.45,,"fecha_invalida,monto_invalido"
18638,,2581,54,14,3,1250.61,286.91,,"fecha_invalida,monto_invalido"
18639,2025-06-14,1613,58,12,9,911.16,151.96,,monto_invalido
18640,,285,42,14,8,,,182513.62,"fecha_invalida,prima_invalida"
18641,,2104,48,4,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
18642,,2897,7,6,7,,28.11,57042.29,"fecha_invalida,prima_invalida"
18643,,2281,4,10,5,297.92,383.2,13057.77,fecha_invalida
18644,,458,6,7,7,677.35,51.35,,"fecha_invalida,monto_invalido"
18645,,3613,3,4,10,921.18,211.94,136710.75,fecha_invalida
18646,2025-08-13,1717,28,4,9,501.85,92.99,,monto_invalido
18647,,1968,62,13,1,317.07,29.75,,"fecha_invalida,monto_invalido"
18650,2026-01-03,435,68,4,2,1262.68,120.76,,monto_invalido
18651,,695,4,15,3,340.31,80.13,12052.93,fecha_invalida
18652,,234,71,13,7,652.72,42.8,,"fecha_invalida,monto_invalido"
18653,,459,28,13,11,580.76,68.2,,"fecha_invalida,monto_invalido"
18654,,2488,14,5,6,,74.76,,"fecha_invalida,prima_invalida,monto_invalido"
18655,,2072,7,7,5,1272.62,315.61,91913.0,fecha_invalida
18656,,541,19,13,11,594.57,45.4,,"fecha_invalida,monto_invalido"
18657,,2711,13,4,5,877.19,86.22,42236.54,fecha_invalida
18658,2025-12-17,1214,37,6,10,,,,"prima_invalida,monto_invalido"
18659,,1422,43,1,1,532.34,111.12,,"fecha_invalida,monto_invalido"
18660,,2065,65,11,6,,241.92,,"fecha_invalida,prima_invalida,monto_invalido"
18661,,1515,30,12,6,,311.06,,"fecha_invalida,prima_invalida,monto_invalido"
18662,2025-06-23,21,68,13,4,,324.3,219208.25,prima_invalida
18663,,2615,7,10,8,,310.02,,"fecha_invalida,prima_invalida,monto_invalido"
18664,,2044,43,13,5,1996.81,312.03,,"fecha_invalida,monto_invalido"
18665,,127,11,9,8,,127.92,93429.0,"fecha_invalida,prima_invalida"
18666,2025-01-10,1360,78,14,3,,107.34,161508.34,prima_invalida
18667,,880,33,2,2,994.92,79.33,,"fecha_invalida,monto_invalido"
18668,2025-11-23,2196,46,11,8,461.91,,,monto_invalido
18669,,1767,19,1,11,806.07,106.87,72666.45,fecha_invalida
18670,,2498,15,12,11,,,,"fecha_invalida,prima_invalida,monto_invalido"
18671,,52,53,6,6,,82.46,37464.83,"fecha_invalida,prima_invalida"
18672,,78,37,13,11,,246.58,,"fecha_invalida,prima_invalida,monto_invalido"
18673,,1197,72,4,12,1761.54,281.33,265760.82,fecha_invalida
18674,,1863,16,15,12,,325.84,,"fecha_invalida,prima_invalida,monto_invalido"
18675,2025-06-24,2367,79,5,12,,,,"prima_invalida,monto_invalido"
18676,,2987,52,2,6,426.14,,,"fecha_invalida,monto_invalido"
18677,,418,30,1,9,704.43,161.75,,"fecha_invalida,monto_invalido"
18678,2025-09-29,1092,46,14,6,,99.09,,"prima_invalida,monto_invalido"
18679,,2683,36,4,2,283.81,69.53,7271.03,fecha_invalida
18680,,1563,79,11,2,955.83,,,"fecha_invalida,monto_invalido"
18681,,786,70,5,12,944.5,1094.04,34423.04,fecha_invalida
18682,,2094,27,14,7,,63.62,,"fecha_invalida,prima_invalida,monto_invalido"
18683,,2822,33,13,1,1261.73,138.51,64146.68,fecha_invalida
18684,,1039,59,9,3,,,100853.07,"fecha_invalida,prima_invalida"
18685,,952,38,1,2,1414.9,149.99,238857.72,fecha_invalida
18686,,679,53,7,6,734.13,,,"fecha_invalida,monto_invalido"
18687,,1552,37,3,2,-1655.75,174.29,,"fecha_invalida,monto_invalido"
18688,,2756,32,15,3,,330.11,,"fecha_invalida,prima_invalida,monto_invalido"
18689,,1098,34,3,7,84.04,8.84,,"fecha_invalida,monto_invalido"
18690,,1776,44,7,1,,305.73,,"fecha_invalida,prima_invalida,monto_invalido"
18691,,2761,26,1,12,1947.15,116.74,,"fecha_invalida,monto_invalido"
18692,,894,25,5,7,237.09,37.74,9875.59,fecha_invalida
18693,,451,69,5,3,,73.55,,"fecha_invalida,prima_invalida,monto_invalido"
18694,,2384,13,7,2,,299.73,,"fecha_invalida,prima_invalida,monto_invalido"
18695,,765,71,5,1,1757.33,328.16,333556.27,fecha_invalida
18696,,1850,33,5,1,315.4,66.84,,"fecha_invalida,monto_invalido"
18697,,330,16,7,3,1669.56,98.53,,"fecha_invalida,monto_invalido"
18698,,2218,71,1,10,501.57,104.73,,"fecha_invalida,monto_invalido"
18699,,2085,12,14,2,139.17,13.26,,"fecha_invalida,monto_invalido"
18700,2025-01-31,21,41,7,10,,316.31,,"prima_invalida,monto_invalido"
18701,,1340,52,7,7,831.7,118.11,,"fecha_invalida,monto_invalido"
18702,,1039,80,9,3,,,,"fecha_invalida,prima_invalida,monto_invalido"
18703,,1107,79,6,4,1528.69,330.06,,"fecha_invalida,monto_invalido"
18704,,2072,31,1,4,434.28,45.88,48137.36,fecha_invalida
18705,,846,77,9,9,,84.65,,"fecha_invalida,prima_invalida,monto_invalido"
18706,2025-03-27,817,32,15,1,,123.12,257974.22,prima_invalida
18707,,2808,45,12,6,791.78,96.01,,"fecha_invalida,monto_invalido"
18708,,2827,60,4,7,362.01,528.17,,"fecha_invalida,monto_invalido"
18709,,2699,77,13,4,807.87,186.77,,"fecha_invalida,monto_invalido"
18710,,2633,48,9,8,534.42,,,"fecha_invalida,monto_invalido"
18711,,2815,17,6,11,,,49881.25,"fecha_invalida,prima_invalida"
18712,,2791,20,7,9,,167.98,75873.33,"fecha_invalida,prima_invalida"
18713,,1948,14,14,9,1329.2,176.64,111735.2,fecha_invalida
18714,,2767,40,11,3,1605.89,,250834.36,fecha_invalida
18715,,1137,70,8,7,1707.29,311.49,,"fecha_invalida,monto_invalido"
18716,,1003,10,7,1,1523.07,,,"fecha_invalida,monto_invalido"
18717,,652,32,8,10,,153.99,67125.27,"fecha_invalida,prima_invalida"
18718,,833,62,15,2,964.85,222.82,,"fecha_invalida,monto_invalido"
